clip_id,start,end
B02,450.9225,451.08250000000004
B02,451.08250000000004,451.3025
B02,451.3025,451.46250000000003
B02,451.46250000000003,451.6025
B02,451.6025,451.7225
B02,451.7225,451.90250000000003
B02,451.90250000000003,452.0025
B02,452.0025,452.1625
B02,452.1625,452.3825
B02,452.3825,452.52250000000004
B02,452.52250000000004,452.6625
B02,452.6625,452.7825
B02,452.7825,452.9425
B02,452.9425,453.0625
B02,453.0625,453.2625
B06,0.72,0.96
B06,0.96,1.1
B06,1.1,1.28
B06,1.28,1.54
B06,1.54,1.9
B06,1.9,2.14
B06,2.14,2.34
B06,2.34,2.52
B06,2.52,2.66
B06,2.66,2.94
B06,2.94,3.14
B06,3.14,3.22
B06,3.22,3.32
B06,3.32,3.54
B06,3.54,3.76
B06,3.76,3.9
B06,3.9,4.0
B06,4.0,4.12
B06,4.12,4.34
B06,4.34,4.54
B06,4.54,4.8
B06,4.8,5.14
B06,5.14,5.44
B06,5.44,5.62
B06,5.62,6.02
B06,6.02,6.2
B06,6.2,6.34
B06,6.34,6.58
B06,6.58,6.9
B06,6.9,7.08
B06,7.08,7.22
B06,7.22,7.38
B06,7.38,7.5
B06,7.5,7.78
B06,7.78,8.2
B06,8.2,8.5
B06,8.5,8.9
B06,8.9,9.04
B06,9.04,9.28
B06,9.28,9.46
B06,9.46,9.66
B06,9.66,9.92
B06,9.92,10.2
B06,10.2,10.46
B06,10.46,10.74
B06,10.74,10.94
B06,10.94,11.2
B06,11.2,11.46
B06,11.46,11.68
B06,11.68,11.82
B06,11.82,11.98
B06,11.98,12.4
B06,12.4,12.54
B06,12.54,12.74
B06,12.74,12.84
B06,12.84,13.02
B06,13.02,13.3
B06,13.3,13.5
B06,13.5,13.6
B06,13.6,13.76
B06,13.76,13.96
B06,13.96,14.22
B06,14.22,14.48
B06,14.48,14.6
B06,14.6,14.8
B06,14.8,15.02
B06,15.655,15.875
B06,15.875,16.375
B06,16.375,16.575
B06,16.575,16.695
B06,16.695,16.835
B06,16.835,17.055
B06,17.055,17.435
B06,17.435,17.535
B06,17.535,17.735
B06,17.735,17.895
B06,17.895,17.995
B06,17.995,18.134999999999998
B06,18.134999999999998,18.195
B06,18.195,18.395
B06,18.395,18.535
B06,18.535,18.595
B06,18.595,18.814999999999998
B06,18.814999999999998,18.975
B06,18.975,19.055
B06,19.055,19.235
B06,19.235,19.355
B06,19.355,19.515
B06,19.515,19.835
B06,19.835,20.015
B06,20.015,20.255
B06,20.255,20.455
B06,20.455,20.735
B06,20.735,21.035
B06,21.035,21.155
B06,21.155,21.335
B06,21.335,21.435
B06,21.435,21.655
B06,21.655,21.915
B06,21.915,22.015
B06,22.015,22.134999999999998
B06,22.134999999999998,22.375
B06,22.375,23.895
B06,23.895,23.994999999999997
B06,23.994999999999997,24.095
B06,24.095,24.275
B06,24.275,24.415
B06,24.415,24.755
B06,24.755,25.095
B06,25.095,25.314999999999998
B06,25.314999999999998,25.634999999999998
B06,25.634999999999998,25.915
B06,25.915,26.095
B06,26.095,26.375
B06,26.375,26.715
B06,26.715,26.814999999999998
B06,26.814999999999998,26.994999999999997
B06,26.994999999999997,27.235
B06,27.235,27.415
B06,27.415,27.555
B06,27.555,27.695
B06,27.695,27.755
B06,27.755,27.935
B06,27.935,28.055
B06,28.055,28.174999999999997
B06,28.174999999999997,28.455
B06,28.455,28.634999999999998
B06,28.634999999999998,28.775
B06,28.775,28.895
B06,28.895,29.015
B06,29.015,29.195
B06,29.195,29.435
B06,29.435,29.674999999999997
B06,29.674999999999997,29.855
B06,29.855,29.975
B06,29.975,30.174999999999997
B06,30.174999999999997,30.375
B06,30.375,30.595
B06,30.595,31.115000000000002
B06,31.115000000000002,31.455
B06,31.455,31.895
B06,31.895,32.114999999999995
B06,32.114999999999995,32.355000000000004
B06,32.355000000000004,32.575
B06,32.575,32.754999999999995
B06,32.754999999999995,32.915
B06,32.915,33.215
B06,33.215,33.495000000000005
B06,33.495000000000005,33.775
B06,33.775,34.035
B06,34.035,34.135
B06,34.135,34.355000000000004
B06,34.355000000000004,34.435
B06,34.435,34.515
B06,34.515,34.695
B06,34.695,34.894999999999996
B06,34.894999999999996,35.035
B06,35.035,35.435
B06,35.435,35.614999999999995
B06,35.614999999999995,35.775
B06,35.775,35.894999999999996
B06,35.894999999999996,36.155
B06,36.155,36.394999999999996
B06,36.394999999999996,36.595
B06,36.595,36.875
B06,36.875,37.055
B06,37.055,37.335
B06,37.335,37.474999999999994
B06,37.474999999999994,37.675
B06,37.675,37.855000000000004
B06,37.855000000000004,38.155
B06,38.155,38.254999999999995
B06,38.575,38.755
B06,38.755,38.895
B06,38.895,39.055
B06,39.055,40.955
B06,40.955,41.155
B06,41.155,41.295
B06,41.295,41.555
B06,41.555,41.775
B06,41.775,42.015
B06,42.015,42.155
B06,42.155,42.435
B06,42.435,42.555
B06,42.555,42.815
B06,42.815,43.015
B06,43.015,43.235
B06,43.235,43.455
B06,43.455,43.655
B06,43.655,43.915
B06,43.915,44.235
B06,44.235,44.455
B06,44.455,44.775
B06,44.775,44.955
B06,44.955,45.095
B06,45.095,45.275
B06,45.275,45.415
B06,45.415,45.635
B06,45.635,45.835
B06,45.835,45.955
B06,45.955,46.115
B06,46.115,46.235
B06,46.235,46.435
B06,46.435,46.695
B06,46.695,46.855000000000004
B06,46.855000000000004,46.975
B06,46.975,47.155
B06,47.155,47.375
B06,47.375,47.635
B06,47.635,48.775
B06,48.775,48.955
B06,48.955,49.155
B06,49.155,49.435
B06,49.435,49.655
B06,49.655,49.815
B06,49.815,49.955
B06,49.955,50.195
B06,50.195,50.335
B06,50.335,50.595
B06,50.595,50.835
B06,50.835,51.175
B06,51.175,51.335
B06,51.335,51.515
B06,51.515,51.755
B06,51.755,52.055
B06,52.055,52.315
B06,52.315,52.515
B06,52.515,52.735
B06,52.735,52.815
B06,52.815,53.035
B06,53.035,53.235
B06,53.235,53.415
B06,53.415,53.615
B06,53.615,53.915
B06,53.915,54.015
B06,54.015,54.335
B06,54.335,54.475
B06,54.475,54.775
B06,54.775,54.955
B06,54.955,55.095
B06,55.095,55.195
B06,55.195,55.435
B06,55.777499999999996,55.997499999999995
B06,55.997499999999995,56.637499999999996
B06,56.637499999999996,56.8375
B06,56.8375,57.0175
B06,57.0175,57.1975
B06,57.1975,57.357499999999995
B06,57.357499999999995,57.457499999999996
B06,57.457499999999996,57.5975
B06,57.5975,57.8775
B06,57.8775,58.177499999999995
B06,58.177499999999995,58.3375
B06,58.3375,58.497499999999995
B06,58.497499999999995,58.637499999999996
B06,58.637499999999996,58.897499999999994
B06,58.897499999999994,59.0175
B06,59.0175,59.1575
B06,59.1575,59.317499999999995
B06,59.317499999999995,59.497499999999995
B06,59.497499999999995,59.777499999999996
B06,59.777499999999996,60.037499999999994
B06,60.037499999999994,60.2975
B06,60.2975,60.4775
B06,60.4775,60.6975
B06,60.6975,60.7975
B06,60.7975,60.957499999999996
B06,60.957499999999996,61.2575
B06,61.2575,61.5775
B06,61.5775,61.7575
B06,61.7575,61.9775
B06,61.9775,62.1575
B06,62.1575,62.4375
B06,62.4375,62.7175
B06,62.7175,62.8375
B06,62.8375,63.0575
B06,63.0575,63.2575
B06,63.2575,63.397499999999994
B06,63.397499999999994,63.5575
B06,63.5575,63.7175
B06,63.7175,63.9175
B06,63.9175,64.11749999999999
B06,64.11749999999999,64.2775
B06,64.2775,64.4575
B06,64.4575,64.61749999999999
B06,64.61749999999999,64.8575
B06,64.8575,65.0575
B06,65.0575,65.2575
B06,65.2575,65.8575
B06,65.8575,66.0575
B06,66.0575,66.2375
B06,66.2375,66.3975
B06,66.3975,66.5375
B06,66.5375,66.7575
B06,66.7575,67.0375
B06,67.0375,67.1775
B06,67.1775,67.4375
B06,67.4375,67.69749999999999
B06,67.69749999999999,67.8975
B06,67.8975,67.9975
B06,67.9975,68.1775
B06,68.1775,68.33749999999999
B06,68.33749999999999,68.4975
B06,68.4975,68.7375
B06,68.7375,68.83749999999999
B06,68.83749999999999,69.0375
B06,69.0375,69.2375
B06,69.2375,69.3975
B06,69.3975,69.5975
B06,69.5975,69.8575
B06,69.8575,70.1375
B06,70.1375,70.3575
B06,70.3575,70.5175
B06,70.5175,70.6775
B06,70.6775,70.8175
B06,70.8175,70.9375
B06,70.9375,71.3575
B06,71.3575,71.5775
B06,71.5775,71.7775
B06,71.7775,71.9975
B06,71.9975,72.1575
B06,72.1575,72.3975
B06,72.3975,72.6775
B06,72.6775,72.8575
B06,72.8575,73.0175
B06,73.0175,73.0575
B06,73.0575,73.3175
B06,73.675,73.77499999999999
B06,73.77499999999999,74.015
B06,74.015,74.955
B06,74.955,75.175
B06,75.175,75.395
B06,75.395,75.55499999999999
B06,75.55499999999999,75.615
B06,75.615,75.815
B06,75.815,76.155
B06,76.155,76.35499999999999
B06,76.35499999999999,76.49499999999999
B06,76.49499999999999,76.615
B06,76.615,76.955
B06,76.955,77.27499999999999
B06,77.27499999999999,77.515
B06,77.515,77.795
B06,77.795,78.035
B06,78.035,78.255
B06,78.255,78.475
B06,78.475,78.595
B06,78.595,78.85499999999999
B06,78.85499999999999,78.935
B06,78.935,78.99499999999999
B06,78.99499999999999,79.235
B06,79.235,79.515
B06,79.515,79.835
B06,79.835,80.05499999999999
B06,80.05499999999999,80.235
B06,80.235,80.455
B06,80.455,80.655
B06,80.655,81.05499999999999
B06,81.05499999999999,81.295
B06,81.295,81.49499999999999
B06,81.49499999999999,81.55499999999999
B06,81.55499999999999,81.63499999999999
B06,81.63499999999999,81.91499999999999
B06,81.91499999999999,82.215
B06,82.215,82.455
B06,82.455,82.63499999999999
B06,82.63499999999999,82.755
B06,82.755,82.995
B06,82.995,83.195
B06,83.195,83.475
B06,83.475,83.535
B06,83.535,83.735
B06,83.735,83.995
B06,83.995,85.495
B06,85.495,85.77499999999999
B06,85.77499999999999,85.955
B06,85.955,86.035
B06,86.035,86.175
B06,86.175,86.435
B06,86.435,86.755
B06,86.755,87.07499999999999
B06,87.07499999999999,87.195
B06,87.195,87.315
B06,87.315,87.55499999999999
B06,87.55499999999999,87.695
B06,87.695,87.815
B06,87.815,87.975
B06,87.975,88.255
B06,88.255,88.535
B06,88.535,88.755
B06,88.755,88.85499999999999
B06,88.85499999999999,89.05499999999999
B06,89.05499999999999,89.335
B06,89.335,89.495
B06,89.495,89.63499999999999
B06,89.63499999999999,89.85499999999999
B06,89.85499999999999,90.035
B06,90.035,90.295
B06,90.295,90.35499999999999
B06,90.35499999999999,90.475
B06,90.475,90.57499999999999
B06,90.57499999999999,90.675
B06,90.675,90.91499999999999
B06,90.91499999999999,91.215
B06,91.215,91.35499999999999
B06,91.35499999999999,91.455
B06,91.455,91.63499999999999
B06,92.135,92.995
B06,92.995,93.175
B06,93.175,93.415
B06,93.415,93.595
B06,93.595,93.855
B06,93.855,93.97500000000001
B06,93.97500000000001,94.095
B06,94.095,94.33500000000001
B06,94.33500000000001,94.575
B06,94.575,94.735
B06,94.735,94.97500000000001
B06,94.97500000000001,95.215
B06,95.215,95.455
B06,95.455,95.61500000000001
B06,95.61500000000001,95.75500000000001
B06,95.75500000000001,95.97500000000001
B06,95.97500000000001,96.095
B06,96.095,96.17500000000001
B06,96.17500000000001,96.275
B06,96.275,96.435
B06,96.435,96.69500000000001
B06,96.69500000000001,97.015
B06,97.015,97.215
B06,97.215,97.555
B06,97.555,97.715
B06,97.715,97.915
B06,97.915,98.25500000000001
B06,98.25500000000001,98.455
B06,98.455,98.635
B06,98.635,98.875
B06,98.875,99.11500000000001
B06,99.11500000000001,99.315
B06,99.315,99.415
B06,99.415,99.61500000000001
B06,99.61500000000001,99.735
B06,99.735,99.875
B06,99.875,99.995
B06,99.995,100.315
B06,100.315,100.47500000000001
B06,100.47500000000001,101.315
B06,101.315,101.515
B06,101.515,101.915
B06,101.915,102.135
B06,102.135,102.375
B06,102.375,102.715
B06,102.715,102.89500000000001
B06,102.89500000000001,103.11500000000001
B06,103.11500000000001,103.295
B06,103.295,103.47500000000001
B06,103.47500000000001,103.635
B06,103.635,103.855
B06,103.855,104.11500000000001
B06,104.11500000000001,104.455
B06,104.455,104.69500000000001
B06,104.69500000000001,104.855
B06,104.855,105.11500000000001
B06,105.11500000000001,105.25500000000001
B06,105.25500000000001,105.495
B06,105.495,105.61500000000001
B06,105.61500000000001,105.83500000000001
B06,105.83500000000001,106.035
B06,106.035,106.215
B06,106.215,106.355
B06,106.355,106.495
B06,106.495,106.815
B06,106.815,107.035
B06,107.035,107.17500000000001
B06,107.17500000000001,107.415
B06,107.415,107.535
B06,107.535,107.815
B06,107.815,108.015
B06,108.015,108.275
B06,108.275,108.47500000000001
B06,108.47500000000001,108.61500000000001
B06,108.61500000000001,108.815
B06,108.815,108.97500000000001
B06,108.97500000000001,109.095
B06,109.3,109.42
B06,109.42,109.72
B06,109.72,110.42
B06,110.42,110.78
B06,110.78,110.96
B06,110.96,111.08
B06,111.08,111.24
B06,111.24,111.5
B06,111.5,111.7
B06,111.7,111.78
B06,111.78,111.92
B06,111.92,112.1
B06,112.1,112.3
B06,112.3,112.52
B06,112.52,112.74
B06,112.74,112.89999999999999
B06,112.89999999999999,113.08
B06,113.08,113.36
B06,113.36,113.56
B06,113.56,113.82
B06,113.82,114.1
B06,114.1,114.3
B06,114.3,114.7
B06,114.7,114.86
B06,114.86,115.08
B06,115.08,115.36
B06,115.36,115.47999999999999
B06,115.47999999999999,115.74
B06,115.74,115.92
B06,115.92,116.16
B06,116.16,116.3
B06,116.3,116.53999999999999
B06,116.53999999999999,116.66
B06,116.66,116.72
B06,116.72,116.86
B06,116.86,116.96
B06,116.96,117.14
B06,117.14,117.32
B06,117.32,117.52
B06,117.52,117.74
B06,117.74,117.89999999999999
B06,117.89999999999999,118.08
B06,118.08,118.36
B06,118.36,119.34
B06,119.34,119.42
B06,119.42,119.56
B06,119.56,119.82
B06,119.82,120.12
B06,120.12,120.3
B06,120.3,120.39999999999999
B06,120.39999999999999,120.67999999999999
B06,120.67999999999999,120.92
B06,120.92,121.0
B06,121.0,121.14
B06,121.14,121.36
B06,121.36,121.62
B06,121.62,121.8
B06,121.8,122.16
B06,122.16,122.44
B06,122.44,122.6
B06,122.6,122.64
B06,122.64,122.75999999999999
B06,122.75999999999999,122.96
B06,122.96,123.22
B06,123.22,123.42
B06,123.42,123.74
B06,123.74,123.96
B06,123.96,124.22
B06,124.22,124.36
B06,124.36,124.47999999999999
B06,124.47999999999999,124.75999999999999
B06,124.75999999999999,124.96
B06,124.96,125.24
B06,125.24,125.39999999999999
B06,125.39999999999999,125.52
B06,125.52,125.82
B06,125.82,126.02
B06,126.02,126.28
B06,126.28,126.38
B06,126.7325,127.0325
B06,127.0325,128.1325
B06,128.1325,128.4125
B06,128.4125,128.5925
B06,128.5925,128.7725
B06,128.7725,128.9125
B06,128.9125,129.0125
B06,129.0125,129.1325
B06,129.1325,129.2725
B06,129.2725,129.4125
B06,129.4125,129.6325
B06,129.6325,129.7725
B06,129.7725,129.8525
B06,129.8525,130.0125
B06,130.0125,130.1325
B06,130.1325,130.4525
B06,130.4525,130.5725
B06,130.5725,130.9125
B06,130.9125,131.0325
B06,131.0325,131.0725
B06,131.0725,131.1925
B06,131.1925,131.4525
B06,131.4525,131.61249999999998
B06,131.61249999999998,131.83249999999998
B06,131.83249999999998,132.1525
B06,132.1525,132.2125
B06,132.2125,132.4125
B06,132.4125,132.67249999999999
B06,132.67249999999999,132.8525
B06,132.8525,133.0525
B06,133.0525,133.11249999999998
B06,133.11249999999998,133.2525
B06,133.2525,133.4925
B06,133.4925,133.67249999999999
B06,133.67249999999999,134.0125
B06,134.0125,134.1525
B06,134.1525,134.5125
B06,134.5125,134.7125
B06,134.7125,134.8725
B06,134.8725,135.0525
B06,135.0525,135.2325
B06,135.2325,135.4925
B06,135.4925,135.67249999999999
B06,135.67249999999999,135.8725
B06,135.8725,135.9525
B06,135.9525,136.0725
B06,136.0725,136.2725
B06,136.2725,136.5125
B06,136.5125,136.7125
B06,136.7125,136.9325
B06,136.9325,137.1925
B06,137.1925,137.3725
B06,137.3725,137.5925
B06,137.5925,137.89249999999998
B06,137.89249999999998,138.6925
B06,138.6925,138.9125
B06,138.9125,139.2525
B06,139.2525,139.33249999999998
B06,139.33249999999998,139.4525
B06,139.4525,139.6325
B06,139.6325,139.8125
B06,139.8125,139.9325
B06,139.9325,140.0725
B06,140.0725,140.3725
B06,140.3725,140.7525
B06,140.7525,140.8725
B06,140.8725,141.0325
B06,141.0325,141.2325
B06,141.2325,141.4725
B06,141.4725,141.5925
B06,141.5925,141.8125
B06,141.8125,142.0125
B06,142.0125,142.1525
B06,142.1525,142.3525
B06,142.3525,142.5125
B06,142.5125,142.7325
B06,142.7325,142.89249999999998
B06,142.89249999999998,143.1325
B06,143.1325,143.4725
B06,143.4725,143.61249999999998
B06,143.61249999999998,143.83249999999998
B06,143.83249999999998,143.9925
B06,143.9925,144.33249999999998
B06,144.33249999999998,144.5125
B06,144.5125,144.7125
B06,144.7125,145.0125
B06,145.0125,145.3125
B06,145.3125,145.4925
B06,145.4925,145.7525
B06,145.7525,145.9725
B06,145.9725,146.1525
B06,146.1525,146.33249999999998
B06,146.33249999999998,146.4525
B06,146.8075,147.4675
B06,147.4675,147.6275
B06,147.6275,147.82750000000001
B06,147.82750000000001,148.0475
B06,148.0475,148.1275
B06,148.1275,148.3075
B06,148.3075,148.5875
B06,148.5875,148.8475
B06,148.8475,149.0275
B06,149.0275,149.2675
B06,149.2675,149.44750000000002
B06,149.44750000000002,149.5275
B06,149.5275,149.72750000000002
B06,149.72750000000002,149.9675
B06,149.9675,150.22750000000002
B06,150.22750000000002,150.38750000000002
B06,150.38750000000002,150.72750000000002
B06,150.72750000000002,150.8075
B06,150.8075,150.9875
B06,150.9875,151.1875
B06,151.1875,151.32750000000001
B06,151.32750000000001,151.5475
B06,151.5475,151.8075
B06,151.8075,152.0275
B06,152.0275,152.1475
B06,152.1475,152.32750000000001
B06,152.32750000000001,152.5675
B06,152.5675,152.82750000000001
B06,152.82750000000001,153.0875
B06,153.0875,153.1875
B06,153.1875,153.5675
B06,153.5675,153.7675
B06,153.7675,153.9875
B06,153.9875,154.3075
B06,154.3075,154.4875
B06,154.4875,155.5675
B06,155.5675,155.78750000000002
B06,155.78750000000002,155.9075
B06,155.9075,156.16750000000002
B06,156.16750000000002,156.5275
B06,156.5275,156.7475
B06,156.7475,156.9075
B06,156.9075,157.0475
B06,157.0475,157.2675
B06,157.2675,157.5275
B06,157.5275,157.8075
B06,157.8075,158.0875
B06,158.0875,158.2475
B06,158.2475,158.4275
B06,158.4275,158.66750000000002
B06,158.66750000000002,158.9275
B06,158.9275,159.2075
B06,159.2075,159.28750000000002
B06,159.28750000000002,159.4875
B06,159.4875,159.6875
B06,159.6875,159.88750000000002
B06,159.88750000000002,160.0075
B06,160.0075,160.2075
B06,160.2075,160.4675
B06,160.4675,160.60750000000002
B06,160.60750000000002,160.6875
B06,160.6875,161.0475
B06,161.0475,161.2075
B06,161.2075,161.3675
B06,161.3675,162.22750000000002
B06,162.22750000000002,162.4275
B06,162.4275,162.6275
B06,162.6275,162.8075
B06,162.8075,163.0675
B06,163.0675,163.28750000000002
B06,163.28750000000002,163.32750000000001
B06,163.32750000000001,163.5075
B06,163.5075,163.6875
B06,163.6875,164.0475
B06,164.0475,164.3675
B06,164.3675,164.6275
B06,164.6275,164.82750000000001
B06,164.82750000000001,165.0675
B06,165.0675,165.16750000000002
B06,165.16750000000002,165.5475
B06,165.5475,165.7475
B06,165.7475,165.9675
B06,165.9675,166.1275
B06,166.1275,166.5875
B06,166.5875,166.7475
B06,166.7475,166.78750000000002
B06,166.78750000000002,166.94750000000002
B06,166.94750000000002,167.1875
B06,167.1875,167.3475
B06,167.3475,167.6475
B06,167.6475,167.9275
B06,167.9275,168.1475
B06,168.1475,168.4075
B06,168.4075,168.5075
B06,168.5075,168.66750000000002
B06,168.66750000000002,168.82750000000001
B06,168.82750000000001,168.9275
B06,168.9275,169.0475
B06,169.0475,169.28750000000002
B06,169.28750000000002,169.4075
B06,169.4075,169.6275
B06,169.6275,169.72750000000002
B06,170.135,170.915
B06,170.915,171.11499999999998
B06,171.11499999999998,171.33499999999998
B06,171.33499999999998,171.515
B06,171.515,171.71499999999997
B06,171.71499999999997,171.815
B06,171.815,171.93499999999997
B06,171.93499999999997,171.99499999999998
B06,171.99499999999998,172.11499999999998
B06,172.11499999999998,172.295
B06,172.295,172.39499999999998
B06,172.39499999999998,172.695
B06,172.695,172.855
B06,172.855,173.135
B06,173.135,173.39499999999998
B06,173.39499999999998,173.71499999999997
B06,173.71499999999997,174.095
B06,174.095,174.33499999999998
B06,174.33499999999998,174.49499999999998
B06,174.49499999999998,174.655
B06,174.655,174.815
B06,174.815,175.015
B06,175.015,175.23499999999999
B06,175.23499999999999,175.375
B06,175.375,175.61499999999998
B06,175.61499999999998,175.875
B06,175.875,176.155
B06,176.155,176.43499999999997
B06,176.43499999999997,176.595
B06,176.595,176.795
B06,176.795,176.975
B06,176.975,177.155
B06,177.155,177.39499999999998
B06,177.39499999999998,177.635
B06,177.635,177.755
B06,177.755,177.935
B06,177.935,178.21499999999997
B06,178.21499999999997,179.315
B06,179.315,179.575
B06,179.575,179.695
B06,179.695,179.935
B06,179.935,180.15499999999997
B06,180.15499999999997,180.355
B06,180.355,180.55499999999998
B06,180.55499999999998,180.875
B06,180.875,180.99499999999998
B06,180.99499999999998,181.415
B06,181.415,181.535
B06,181.535,181.635
B06,181.635,181.73499999999999
B06,181.73499999999999,181.89499999999998
B06,181.89499999999998,182.11499999999998
B06,182.11499999999998,182.33499999999998
B06,182.33499999999998,182.515
B06,182.515,182.755
B06,182.755,183.095
B06,183.095,183.23499999999999
B06,183.23499999999999,183.415
B06,183.415,183.595
B06,183.595,183.795
B06,183.795,184.21499999999997
B06,184.21499999999997,184.475
B06,184.475,184.77499999999998
B06,184.77499999999998,184.875
B06,184.875,185.095
B06,185.095,185.355
B06,185.355,185.435
B06,185.435,185.595
B06,186.0025,186.0825
B06,186.0825,186.1825
B06,186.1825,186.9425
B06,186.9425,187.1225
B06,187.1225,187.2625
B06,187.2625,187.3625
B06,187.3625,187.5025
B06,187.5025,187.6025
B06,187.6025,187.7025
B06,187.7025,187.8825
B06,187.8825,188.0825
B06,188.0825,188.3425
B06,188.3425,188.6425
B06,188.6425,188.8025
B06,188.8025,188.9625
B06,188.9625,189.1225
B06,189.1225,189.3425
B06,189.3425,189.6825
B06,189.6825,189.9025
B06,189.9025,190.0625
B06,190.0625,190.3425
B06,190.3425,190.7025
B06,190.7025,190.9625
B06,190.9625,191.1225
B06,191.1225,191.2225
B06,191.2225,191.3625
B06,191.3625,191.5025
B06,191.5025,191.6225
B06,191.6225,191.7825
B06,191.7825,191.8225
B06,191.8225,191.9425
B06,191.9425,192.0025
B06,192.0025,192.2825
B06,192.2825,193.0225
B06,193.0225,193.1825
B06,193.1825,193.5825
B06,193.5825,193.6425
B06,193.6425,193.8425
B06,193.8425,194.0425
B06,194.0425,194.2825
B06,194.2825,194.4825
B06,194.4825,194.7425
B06,194.7425,194.9625
B06,194.9625,195.1225
B06,195.1225,195.3225
B06,195.3225,195.5225
B06,195.5225,195.6025
B06,195.6025,195.7225
B06,195.7225,195.9425
B06,195.9425,196.2825
B06,196.2825,196.4625
B06,196.4625,196.5825
B06,196.5825,196.7225
B06,196.7225,197.0225
B06,197.0225,197.1225
B06,197.1225,197.3825
B06,197.3825,197.5425
B06,197.5425,197.7025
B06,197.7025,197.8425
B06,197.8425,197.9825
B06,197.9825,198.2625
B06,198.2625,198.4825
B06,198.4825,198.7225
B06,198.7225,198.9025
B06,198.9025,199.0225
B06,199.0225,199.2025
B06,199.2025,199.3425
B06,199.3425,199.6225
B06,199.6225,199.8625
B06,199.8625,200.0625
B06,200.0625,200.4025
B06,200.4025,201.4625
B06,201.4625,201.6225
B06,201.6225,201.8025
B06,201.8025,202.0225
B06,202.0225,202.2425
B06,202.2425,202.3625
B06,202.3625,202.6025
B06,202.6025,202.7025
B06,202.7025,202.9625
B06,202.9625,203.1625
B06,203.1625,203.4025
B06,203.4025,203.7425
B06,203.7425,203.9025
B06,203.9025,204.0625
B06,204.0625,204.2225
B06,204.2225,204.4025
B06,204.4025,204.64249999999998
B06,204.64249999999998,204.8225
B06,204.8225,204.9625
B06,204.9625,205.1625
B06,205.1625,205.3425
B06,205.3425,205.6025
B06,205.6025,205.7025
B06,205.7025,205.9025
B06,205.9025,206.0425
B06,206.0425,206.14249999999998
B06,206.14249999999998,206.3025
B06,206.3025,206.4825
B06,206.4825,206.7025
B06,206.7025,206.9025
B06,206.9025,207.2025
B06,207.2025,207.3225
B06,207.3225,207.5625
B06,207.5625,207.8025
B06,207.8025,208.0225
B06,208.0225,208.2425
B06,208.2425,208.4425
B06,208.4425,208.6225
B06,208.6225,208.8425
B06,209.1025,209.2225
B06,209.2225,209.5025
B06,209.5025,210.4425
B06,210.4425,210.64249999999998
B06,210.64249999999998,210.8825
B06,210.8825,211.1225
B06,211.1225,211.3825
B06,211.3825,211.6025
B06,211.6025,211.92249999999999
B06,211.92249999999999,212.0825
B06,212.0825,212.2825
B06,212.2825,212.3825
B06,212.3825,212.5425
B06,212.5425,212.7225
B06,212.7225,212.92249999999999
B06,212.92249999999999,213.1825
B06,213.1825,213.3625
B06,213.3625,213.6025
B06,213.6025,213.8625
B06,213.8625,214.0225
B06,214.0225,214.1625
B06,214.1625,214.3425
B06,214.3425,214.5825
B06,214.5825,214.7225
B06,214.7225,214.8825
B06,214.8825,215.0025
B06,215.0025,215.1625
B06,215.1625,215.3425
B06,215.3425,215.5025
B06,215.5025,215.8225
B06,215.8225,216.9625
B06,216.9625,217.1625
B06,217.1625,217.3025
B06,217.3025,217.4825
B06,217.4825,217.5425
B06,217.5425,217.8025
B06,217.8025,217.92249999999999
B06,217.92249999999999,218.0825
B06,218.0825,218.1625
B06,218.1625,218.2625
B06,218.2625,218.4425
B06,218.4425,218.64249999999998
B06,218.64249999999998,218.8825
B06,218.8825,219.0025
B06,219.0025,219.1225
B06,219.1225,219.3025
B06,219.3025,219.4425
B06,219.4425,219.6625
B06,219.6625,219.8425
B06,219.8425,220.0025
B06,220.0025,220.2025
B06,220.2025,220.3825
B06,220.3825,220.4825
B06,220.4825,220.7425
B06,220.7425,220.8225
B06,220.8225,220.9825
B06,220.9825,221.3825
B06,221.3825,221.5425
B06,221.5425,221.6025
B06,221.6025,221.8025
B06,221.8025,222.0225
B06,222.0225,222.3025
B06,222.3025,222.4425
B06,222.4425,222.6025
B06,222.6025,222.8625
B06,222.8625,223.0025
B06,223.0025,223.1825
B06,223.1825,223.3425
B06,223.3425,223.5625
B06,223.5625,223.7825
B06,223.7825,224.0225
B06,224.0225,224.2025
B06,224.2025,224.4025
B06,224.4025,224.5625
B06,224.5625,224.8025
B06,224.8025,224.9825
B06,224.9825,225.2625
B06,225.2625,225.4825
B06,225.4825,225.7425
B06,225.7425,225.9625
B06,225.9625,226.1825
B06,226.67000000000002,226.85
B06,226.85,227.17000000000002
B06,227.17000000000002,228.57
B06,228.57,228.99
B06,228.99,229.09
B06,229.09,229.29000000000002
B06,229.29000000000002,229.37
B06,229.37,229.47
B06,229.47,229.73000000000002
B06,229.73000000000002,229.89000000000001
B06,229.89000000000001,230.03
B06,230.03,230.11
B06,230.11,230.31
B06,230.31,230.45000000000002
B06,230.45000000000002,230.73000000000002
B06,230.73000000000002,230.87
B06,230.87,231.15
B06,231.15,231.21
B06,231.21,231.33
B06,231.33,231.43
B06,231.43,231.63
B06,231.63,231.77
B06,231.77,231.87
B06,231.87,232.03
B06,232.03,232.25
B06,232.25,232.49
B06,232.49,232.75
